"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"RAB181",0.00463400127169503,0.728925065259005,0.474,0.308,1,"7","RAB18"
"KLHDC2",0.00468880933973205,1.18707392000046,0.298,0.171,1,"7","KLHDC2"
"PTMS2",0.00470166301066467,0.617689806144656,0.632,0.415,1,"7","PTMS"
"DDX39B2",0.0048154823417579,0.578135014018419,0.596,0.441,1,"7","DDX39B"
"NSRP1",0.00499420459209065,1.17733460241254,0.333,0.205,1,"7","NSRP1"
"SERPINH11",0.00504320375604157,0.290789729380101,0.368,0.216,1,"7","SERPINH1"
"TENT4A",0.00509028672983509,0.708118970125904,0.368,0.22,1,"7","TENT4A"
"YY1AP11",0.0051571301449648,0.841922567429621,0.333,0.195,1,"7","YY1AP1"
"KTN11",0.00516204680908235,0.533273810607022,0.719,0.544,1,"7","KTN1"
"SNRNP701",0.00521776950491541,0.965253252768985,0.561,0.384,1,"7","SNRNP70"
"PIAS21",0.00525748731807584,1.53653266186279,0.263,0.144,1,"7","PIAS2"
"SP1002",0.00529374771830993,0.663323448108372,0.561,0.385,1,"7","SP100"
"C5orf241",0.00530389530769188,0.576437408918767,0.351,0.204,1,"7","C5orf24"
"FLYWCH22",0.00537466192810233,0.979564661749582,0.316,0.18,1,"7","FLYWCH2"
"CD2AP1",0.00538778441862247,1.0022232644459,0.368,0.232,1,"7","CD2AP"
"CHMP2B1",0.00549881366656324,0.67792738650048,0.456,0.294,1,"7","CHMP2B"
"KDM5C",0.00553318379778148,0.926275111387157,0.333,0.203,1,"7","KDM5C"
"RNF1411",0.00557829745155221,1.05439537250313,0.263,0.141,1,"7","RNF141"
"IPO51",0.00568345759967413,0.965607648956708,0.351,0.216,1,"7","IPO5"
"HTRA21",0.00575028726284946,0.628593138750878,0.263,0.14,1,"7","HTRA2"
"TMEM106B1",0.00586103129138848,1.21093489164644,0.281,0.163,1,"7","TMEM106B"
"PTPRE1",0.00587609049479954,0.876667280273629,0.263,0.138,1,"7","PTPRE"
"RAP1A",0.00587817170624647,0.364648455836138,0.596,0.424,1,"7","RAP1A"
"CEP571",0.00587998473757858,0.842921571736238,0.439,0.287,1,"7","CEP57"
"RNF19A1",0.00595358519676616,0.371287690926489,0.596,0.409,1,"7","RNF19A"
"FAM177A12",0.00595800879001048,0.669015725619773,0.544,0.386,1,"7","FAM177A1"
"RPF1",0.00597050606334752,1.21789292789562,0.281,0.159,1,"7","RPF1"
"CAPZA22",0.00606343205199375,0.654030173376441,0.561,0.399,1,"7","CAPZA2"
"FLII2",0.00608971510300014,0.769219188165396,0.368,0.229,1,"7","FLII"
"DCP22",0.00613823786627261,0.651687972959951,0.439,0.28,1,"7","DCP2"
"APPL11",0.00622989440051429,0.800634213216853,0.386,0.242,1,"7","APPL1"
"CD462",0.00623522004059101,0.535425857977437,0.632,0.444,1,"7","CD46"
"PPP3CA",0.00625125113893671,1.24364492619534,0.263,0.145,1,"7","PPP3CA"
"GNG52",0.00626167097645871,0.641675007481832,0.719,0.66,1,"7","GNG5"
"SPCS31",0.00628071809662295,0.570598910059584,0.667,0.516,1,"7","SPCS3"
"PKN1",0.00635892502866148,1.38862781486943,0.298,0.166,1,"7","PKN1"
"ANAPC111",0.00636413946296163,0.494563977467085,0.596,0.423,1,"7","ANAPC11"
"SHFL",0.00637527205934829,0.722841382223638,0.298,0.165,1,"7","SHFL"
"CENPX1",0.00651851832330923,0.721786419021218,0.421,0.255,1,"7","CENPX"
"RBMS12",0.00654710544220692,0.903660381073077,0.368,0.231,1,"7","RBMS1"
"ELF22",0.00656184893847818,0.697917158815142,0.386,0.236,1,"7","ELF2"
"TMEM184B2",0.00669172908536216,1.27351706686299,0.263,0.146,1,"7","TMEM184B"
"HSP90B12",0.00673027602963664,0.962710190825447,0.789,0.653,1,"7","HSP90B1"
"SEC24D1",0.0067577042102151,1.14264914491897,0.368,0.234,1,"7","SEC24D"
"NDUFS21",0.00679640437131447,0.804234124826963,0.404,0.258,1,"7","NDUFS2"
"HPCAL13",0.00681497835198254,1.09362117229019,0.368,0.236,1,"7","HPCAL1"
"PCM12",0.00704768595211423,0.771664671081185,0.456,0.294,1,"7","PCM1"
"STX62",0.00710912777867815,0.986929340481059,0.333,0.202,1,"7","STX6"
"ZNF4282",0.00713803155888562,0.639261373416782,0.333,0.201,1,"7","ZNF428"
"UFL11",0.00716171085448814,0.445364092026067,0.298,0.164,1,"7","UFL1"
"PER1",0.00718726191083036,1.07566175478511,0.316,0.19,1,"7","PER1"
"BAZ2A",0.00733716686319829,0.860530551398761,0.439,0.299,1,"7","BAZ2A"
"DYNLT12",0.00737895517763042,0.708277948061603,0.544,0.372,1,"7","DYNLT1"
"BZW22",0.00750066164379998,0.918533745764382,0.316,0.188,1,"7","BZW2"
"RPS19BP12",0.00755532500783112,0.529641961257752,0.649,0.492,1,"7","RPS19BP1"
"NOP102",0.00759234101042815,0.388263993239652,0.649,0.496,1,"7","NOP10"
"PNPLA21",0.00765173660976041,0.660767825967574,0.316,0.182,1,"7","PNPLA2"
"TPST21",0.00770330204911256,1.19734860057775,0.316,0.197,1,"7","TPST2"
"RBPJ1",0.0077127973835315,0.797539089469959,0.632,0.461,1,"7","RBPJ"
"NUBP2",0.00775765040512983,0.81869345434185,0.316,0.182,1,"7","NUBP2"
"LPGAT11",0.00788513095831574,0.920886329717068,0.351,0.222,1,"7","LPGAT1"
"GLG13",0.00804997633911495,0.995753916260079,0.404,0.267,1,"7","GLG1"
"SEPTIN21",0.00805393427997832,0.785013280219867,0.614,0.46,1,"7","SEPTIN2"
"ZNF6442",0.0080805179222682,0.712561427039071,0.439,0.3,1,"7","ZNF644"
"PRPSAP11",0.0082050300307379,0.835326260879413,0.298,0.174,1,"7","PRPSAP1"
"MALSU12",0.00828715249850485,1.04962869034743,0.333,0.202,1,"7","MALSU1"
"C6orf623",0.00836440730670191,0.368996165746375,0.456,0.285,1,"7","C6orf62"
"DGKE",0.0085294223092964,1.32151635280501,0.281,0.161,1,"7","DGKE"
"NOB12",0.00855338386173542,1.0981607934708,0.333,0.201,1,"7","NOB1"
"SOCS31",0.0085917159499624,1.09700240103378,0.456,0.326,1,"7","SOCS3"
"CACUL11",0.00861893035669948,0.967514940806965,0.333,0.197,1,"7","CACUL1"
"CCNY1",0.00863198901749205,0.915288240149102,0.263,0.145,1,"7","CCNY"
"ADD11",0.00870657189235119,0.707140611247987,0.421,0.274,1,"7","ADD1"
"PRKD31",0.00871854277634877,0.731819347641203,0.316,0.185,1,"7","PRKD3"
"RBM62",0.00879864348753038,0.961287641017026,0.368,0.231,1,"7","RBM6"
"CLU2",0.0088340301402654,1.29824993589064,0.263,0.153,1,"7","CLU"
"CNOT81",0.00885894496621015,0.641432929307425,0.298,0.168,1,"7","CNOT8"
"CAND11",0.00901317254539571,0.476215196868401,0.491,0.326,1,"7","CAND1"
"SNAP291",0.00906760546299414,1.62239987632579,0.263,0.153,1,"7","SNAP29"
"SMC3",0.0091726787612365,0.657367169447143,0.509,0.355,1,"7","SMC3"
"PITPNC1",0.00921279559190767,1.18527016313285,0.263,0.149,1,"7","PITPNC1"
"DNAJC101",0.00924707844185998,0.720065480434701,0.316,0.189,1,"7","DNAJC10"
"SERPINB63",0.00926327798538412,1.08701519589713,0.404,0.275,1,"7","SERPINB6"
"ELL23",0.00927196525083525,1.06890086112239,0.456,0.343,1,"7","ELL2"
"RRAS3",0.00941642844978602,0.994829304720881,0.368,0.243,1,"7","RRAS"
"CLIC13",0.00949374361545261,0.534890062064059,0.842,0.752,1,"7","CLIC1"
"SRP722",0.00951561793587851,0.567847971416607,0.544,0.39,1,"7","SRP72"
"YIPF22",0.00954150504152925,0.859136229486211,0.298,0.177,1,"7","YIPF2"
"TSNAX1",0.00963057012730128,1.01499294483271,0.351,0.223,1,"7","TSNAX"
"ADSS1",0.00970353953575405,1.20777351982861,0.333,0.212,1,"7","ADSS"
"MRPL141",0.00976524826103764,0.454550434429362,0.596,0.405,1,"7","MRPL14"
"HBEGF2",0.00981056504311024,0.970186320922078,0.298,0.169,1,"7","HBEGF"
"ECI21",0.00982323562333471,0.368343704179324,0.298,0.168,1,"7","ECI2"
"FOXN31",0.00986914272853652,0.381802403834438,0.333,0.191,1,"7","FOXN3"
"ENY2",0.00992437792288191,0.694257417173558,0.614,0.525,1,"7","ENY2"
"COPA",0.00997645581016919,0.69174729402323,0.544,0.386,1,"7","COPA"
"ZNF114",0,6.41175392924369,0.955,0.007,0,"8","ZNF114"
"IGHV6-1",2.47490061217696e-300,4.18791318728443,0.591,0.004,9.0583837306289e-296,"8","IGHV6-1"
"IGKV1-5",2.16424528320975e-213,2.8859763701583,0.818,0.013,7.92135416107599e-209,"8","IGKV1-5"
"KRTAP2-3",6.12834622095927e-206,5.2425560670016,0.5,0.004,2.2430360003333e-201,"8","KRTAP2-3"
"IGHV2-26",3.83648052102626e-201,4.40841161237267,0.409,0.003,1.40419023550082e-196,"8","IGHV2-26"
"AC004257.1",3.24119586948471e-161,5.88918022728594,0.318,0.002,1.1863101001901e-156,"8","AC004257.1"
"RGS5",9.62009076801155e-131,2.45657440281939,0.591,0.011,3.52104942199991e-126,"8","RGS5"
"CCK",2.47458972350006e-93,5.28696272699108,0.364,0.006,9.05724584698255e-89,"8","CCK"
"IGKV2-30",6.61704807175449e-91,3.62477760200935,0.318,0.004,2.42190576474286e-86,"8","IGKV2-30"
"IGKV3-15",7.74485027079372e-90,3.68128874582462,0.409,0.008,2.83469264761321e-85,"8","IGKV3-15"
"MMP31",3.91225504691864e-89,2.9101167574378,0.955,0.046,1.43192446972269e-84,"8","MMP3"
"SPRR3",3.3571436508861e-86,0.456555507550025,0.909,0.041,1.22874814766082e-81,"8","SPRR3"
"IGHA21",1.54288487444749e-83,2.85161312414872,0.955,0.049,5.64711292896527e-79,"8","IGHA2"
"PI3",4.86206399224147e-83,4.00283008814428,0.955,0.052,1.7795640418003e-78,"8","PI3"
"GSTA1",3.39359776326947e-77,3.48604546811466,0.545,0.017,1.24209071733426e-72,"8","GSTA1"
"STATH",3.07207726300548e-76,3.32488365893274,0.955,0.053,1.12441099903263e-71,"8","STATH"
"S100A7",3.63968078736085e-70,2.18851734496877,0.318,0.006,1.33215956498194e-65,"8","S100A7"
"A2ML1",2.55422274488636e-66,4.11122757288508,0.727,0.035,9.34871066855858e-62,"8","A2ML1"
"SAA2",4.13497933946427e-66,2.64788907278305,0.409,0.011,1.51344378803732e-61,"8","SAA2"
"LIPH",3.30120936931345e-63,3.87361747035547,0.636,0.028,1.20827564126241e-58,"8","LIPH"
"SAA1",5.73998372896448e-58,2.35799535757749,0.591,0.026,2.10089144463829e-53,"8","SAA1"
"IGHV1-3",2.5754521059824e-56,2.08209917600163,0.273,0.006,9.42641225310616e-52,"8","IGHV1-3"
"LINC02381",4.83629448223808e-56,2.03001574787997,0.818,0.052,1.77013214344396e-51,"8","LINC02381"
"CEACAM51",8.00470817710572e-56,2.98188380539436,0.955,0.071,2.92980323990247e-51,"8","CEACAM5"
"SPRR2A1",2.0455795263075e-55,1.17597139057802,1,0.077,7.48702562423808e-51,"8","SPRR2A"
"CSN1S11",2.61224704087338e-52,1.63842993570324,0.955,0.071,9.56108539430067e-48,"8","CSN1S1"
"MMP15",4.75398953819462e-52,1.99975017570865,0.955,0.075,1.74000771087461e-47,"8","MMP1"
"XCL1",5.04984724088352e-52,0.784274130142518,0.727,0.042,1.84829458863578e-47,"8","XCL1"
"HGF1",1.05360200410851e-51,2.27667802088944,0.773,0.047,3.85628869523754e-47,"8","HGF"
"SFRP21",1.26490575721715e-46,1.61312125187022,0.955,0.079,4.6296815619905e-42,"8","SFRP2"
"LCN21",2.34310493280256e-46,2.01332291532022,0.909,0.079,8.57599836455065e-42,"8","LCN2"
"COL17A11",3.80134833429976e-46,2.52624673892364,0.773,0.054,1.39133150383705e-41,"8","COL17A1"
"IFI271",8.45365875131175e-46,2.78532172109002,0.909,0.077,3.09412363956761e-41,"8","IFI27"
"IGHG41",2.36133850839841e-45,3.62781727144398,0.955,0.098,8.64273507458901e-41,"8","IGHG4"
"UPK1B1",1.08343721888288e-44,1.99980651157157,0.864,0.069,3.96548856483323e-40,"8","UPK1B"
"SERPINB41",1.23064078379942e-44,1.96460078652179,0.955,0.085,4.50426833278427e-40,"8","SERPINB4"
"IGLV3-11",1.3042795670615e-42,1.47496776235373,0.682,0.045,4.7737936434018e-38,"8","IGLV3-1"
"GREM11",2.89129800967346e-42,2.12745527723563,0.818,0.064,1.05824398452058e-37,"8","GREM1"
"JCHAIN1",4.69119455629919e-42,0.632417076981342,0.955,0.092,1.71702411955107e-37,"8","JCHAIN"
"MMP121",6.00158924089957e-42,0.907918921032549,0.455,0.021,2.19664167806165e-37,"8","MMP12"
"GAL1",1.0770715043243e-41,0.961356720405923,0.818,0.066,3.94218941297737e-37,"8","GAL"
"SLC34A2",1.9486546565573e-41,4.21981000199763,0.273,0.008,7.13227090846537e-37,"8","SLC34A2"
"DRAXIN",2.37774072213532e-41,3.51960729450236,0.318,0.011,8.70276881708747e-37,"8","DRAXIN"
"SIK2",8.02687178625811e-41,3.37663384853154,0.773,0.064,2.93791534248833e-36,"8","SIK2"
"TGFB31",1.18727339761997e-40,3.01617979898329,0.682,0.048,4.34553936262886e-36,"8","TGFB3"
"SERPINB111",2.51250809361921e-40,3.46773317243943,0.455,0.022,9.19603087345569e-36,"8","SERPINB11"
"SPRR1B1",6.79639371413749e-40,1.3161792853312,0.955,0.095,2.48754806331146e-35,"8","SPRR1B"
"COL8A11",2.34622459989435e-38,2.02869223541907,0.818,0.069,8.58741665807331e-34,"8","COL8A1"
"SLC6A141",2.77084434662519e-38,2.56012161810788,0.682,0.051,1.01415673930828e-33,"8","SLC6A14"
"COL11A11",8.43859376681448e-38,1.31665428790175,0.818,0.069,3.08860970459177e-33,"8","COL11A1"
"SPINK5",4.72102985240505e-37,2.70011382158317,0.409,0.02,1.72794413627877e-32,"8","SPINK5"
"PCLAF",5.24116683963824e-37,1.91846038722657,0.5,0.029,1.91831947497599e-32,"8","PCLAF"
"S100A82",1.00739255264403e-36,2.92400569308198,1,0.135,3.68715748193241e-32,"8","S100A8"
"CP",1.79392476187046e-36,1.99750691299686,0.591,0.04,6.56594402092207e-32,"8","CP"
"CXCL10",2.46454417421715e-36,2.03444234268187,0.318,0.012,9.0204781320522e-32,"8","CXCL10"
"UGT2A1",2.78750157789192e-36,2.46357777752135,0.591,0.041,1.02025345252422e-31,"8","UGT2A1"
"IGHGP1",1.19801062553086e-35,2.16846531089837,0.5,0.03,4.3848386905055e-31,"8","IGHGP"
"PRSS221",1.59257381067952e-35,2.09616414769615,0.955,0.106,5.82897940446812e-31,"8","PRSS22"
"CEACAM6",6.02663908730627e-35,1.86599464784332,0.636,0.048,2.20581017234497e-30,"8","CEACAM6"
"SLC51A",8.61221476088016e-35,3.85138610210457,0.364,0.017,3.15215672462975e-30,"8","SLC51A"
"SERPINB31",4.31956447829775e-34,1.38821531113912,1,0.118,1.58100379470176e-29,"8","SERPINB3"
"FAM3D",6.40934724113469e-34,3.3907077476119,0.545,0.038,2.34588518372771e-29,"8","FAM3D"
"SPRR2D",8.31782647631387e-34,0.435778126792656,0.682,0.057,3.04440766859564e-29,"8","SPRR2D"
"MZB11",2.56147952961326e-33,1.43749031239068,0.909,0.094,9.37527122633748e-29,"8","MZB1"
"IL36G",2.94780155354201e-33,2.00094739684918,0.636,0.051,1.07892484661191e-28,"8","IL36G"
"MEG31",3.3481034094037e-33,1.75871797273916,0.955,0.105,1.22543932887585e-28,"8","MEG3"
"INHBB",2.70395991096846e-32,3.68825834893909,0.318,0.014,9.89676367013566e-28,"8","INHBB"
"AEBP11",5.54259640516454e-32,1.78412645874058,1,0.118,2.02864571025427e-27,"8","AEBP1"
"PDZK1IP1",5.79195517411779e-32,2.89880752026506,0.591,0.047,2.11991351327885e-27,"8","PDZK1IP1"
"RRM2",1.33951003917778e-31,2.31404587494044,0.409,0.023,4.90274069439459e-27,"8","RRM2"
"STC12",1.4789069843063e-31,1.3177220881976,0.864,0.099,5.41294745325949e-27,"8","STC1"
"DLL11",1.66509196850875e-31,2.27345375371759,0.727,0.068,6.09440311393887e-27,"8","DLL1"
"ADGRB2",2.43242037680918e-31,4.31275714052713,0.364,0.019,8.90290182115929e-27,"8","ADGRB2"
"UBE2C",3.42497812842545e-31,1.68474022728035,0.545,0.041,1.253576244785e-26,"8","UBE2C"
"BCAM2",3.71464908548225e-31,2.21287032632494,0.864,0.099,1.35959871177736e-26,"8","BCAM"
"TK1",4.34986886343564e-31,2.43911304121842,0.591,0.048,1.59209550270608e-26,"8","TK1"
"COL5A11",5.09322884128368e-31,1.59470781247763,0.909,0.102,1.86417268819824e-26,"8","COL5A1"
"C5orf66-AS1",5.34439133454328e-31,5.30182212590494,0.318,0.015,1.95610067235618e-26,"8","C5orf66-AS1"
"INAVA1",6.22021340614183e-31,3.32356825977577,0.636,0.057,2.27666030878197e-26,"8","INAVA"
"ADH1C",6.90438927134798e-31,3.71960539178335,0.318,0.015,2.52707551720608e-26,"8","ADH1C"
"ITGB41",1.10102548394872e-30,2.57165216730317,0.864,0.101,4.0298633738007e-26,"8","ITGB4"
"COL6A31",1.73636283836584e-30,1.97664525443248,0.955,0.117,6.35526162470281e-26,"8","COL6A3"
"SRPX1",1.85081676375964e-30,3.07039467655652,0.5,0.035,6.77417443703667e-26,"8","SRPX"
"COL10A11",3.01718840529223e-30,1.42083567183336,0.727,0.068,1.10432112822101e-25,"8","COL10A1"
"FUT3",9.26193212076749e-30,3.30594351046008,0.545,0.043,3.38995977552211e-25,"8","FUT3"
"CRACR2B",1.36824467703044e-29,4.38026941061191,0.364,0.02,5.00791234239913e-25,"8","CRACR2B"
"ALPL1",1.47964031513584e-29,3.15559797690561,0.636,0.059,5.41563151742868e-25,"8","ALPL"
"LAMA42",1.48034082429944e-29,1.28872585368554,0.818,0.089,5.41819545101837e-25,"8","LAMA4"
"SPOCK11",1.87774716453868e-29,2.39674787385943,0.636,0.056,6.87274239692802e-25,"8","SPOCK1"
"LUM1",2.8916159581252e-29,0.967151329517694,1,0.128,1.0583603568334e-24,"8","LUM"
"EDN21",5.1945166452716e-29,1.51538868712109,0.818,0.092,1.90124503733586e-24,"8","EDN2"
"FAM30A1",5.43774667711457e-29,1.81060702889767,0.545,0.042,1.9902696612907e-24,"8","FAM30A"
"GRB71",5.86239170656121e-29,2.62460036064162,0.864,0.103,2.14569398851847e-24,"8","GRB7"
"TNFRSF6B2",1.40513155471059e-28,2.37771079757911,0.864,0.111,5.14292200339621e-24,"8","TNFRSF6B"
"FBN11",1.47642794096274e-28,1.76284056521885,0.818,0.09,5.40387390671774e-24,"8","FBN1"
"COL1A21",2.05797571882808e-28,1.08335694147886,1,0.139,7.53239692848264e-24,"8","COL1A2"
"HAS21",2.31616157260227e-28,1.88674692890928,0.636,0.058,8.47738297188155e-24,"8","HAS2"
"CLMP1",2.86345963506989e-28,1.83756409277486,0.818,0.09,1.04805486103193e-23,"8","CLMP"
"CSF1",3.81246756371841e-28,1.35568952352594,0.591,0.05,1.39540125299657e-23,"8","CSF1"
"COL5A21",5.35505941399323e-28,1.27795218175049,0.909,0.109,1.96000529611566e-23,"8","COL5A2"
"COL3A11",5.85108895798861e-28,1.64505454795848,1,0.152,2.14155706951341e-23,"8","COL3A1"
"C1S1",6.77076471368864e-28,1.71818980198437,1,0.136,2.47816759285718e-23,"8","C1S"
"IGHG31",6.8311052084184e-28,1.20108398308318,0.955,0.146,2.50025281733322e-23,"8","IGHG3"
"FLNC",7.60693904325798e-28,2.5169787519509,0.5,0.038,2.78421575922285e-23,"8","FLNC"
"THBS21",8.95399363303647e-28,1.58897621108782,0.909,0.11,3.27725120962768e-23,"8","THBS2"
"COL7A1",1.62865772809257e-27,2.51718841509198,0.727,0.08,5.96105015059161e-23,"8","COL7A1"
"PCOLCE1",1.68275222069157e-27,1.58618744437303,0.909,0.113,6.15904140295323e-23,"8","PCOLCE"
"TROAP",4.29695144012588e-27,3.60021212333495,0.273,0.012,1.57272719660047e-22,"8","TROAP"
"CCN13",5.1478220759742e-27,1.94486017332344,0.909,0.128,1.88415435802732e-22,"8","CCN1"
"COL1A11",5.24747974387286e-27,1.66970406533562,1,0.16,1.92063006105491e-22,"8","COL1A1"
"FGF1",5.76941398192965e-27,2.96976898585778,0.364,0.021,2.11166321152607e-22,"8","FGF1"
"EMILIN11",1.12347987393364e-26,1.92816759091542,0.636,0.06,4.11204868658452e-22,"8","EMILIN1"
"KRT71",1.31415993350366e-26,1.81970724879786,0.955,0.137,4.80995677261674e-22,"8","KRT7"
"ISLR1",3.05761956687198e-26,1.74520319991967,0.5,0.039,1.11911933767081e-21,"8","ISLR"
"WFDC21",3.5803644875891e-26,1.93476129545122,1,0.167,1.31044920610248e-21,"8","WFDC2"
"MMP21",3.58339514412898e-26,1.43471720844474,1,0.143,1.31155845670265e-21,"8","MMP2"
"SERPINB7",4.45486018761491e-26,2.16850183666678,0.545,0.048,1.63052337726894e-21,"8","SERPINB7"
"FASN",4.70884300454662e-26,1.98383068101083,0.727,0.082,1.72348362809411e-21,"8","FASN"
"S100A91",6.04288628225381e-26,2.82949948993099,1,0.212,2.21175680816772e-21,"8","S100A9"
"GDNF",6.95921115339262e-26,2.62081098939237,0.409,0.027,2.54714087425323e-21,"8","GDNF"
"ID41",1.35571178244838e-25,1.20833636330817,0.682,0.071,4.96204069493933e-21,"8","ID4"
"AC020911.2",1.53618009053311e-25,2.95899464985108,0.273,0.013,5.62257274936023e-21,"8","AC020911.2"
"RARRES21",1.57419416669863e-25,0.383634632396518,0.955,0.124,5.76170806953366e-21,"8","RARRES2"
"CSF3",2.09915678623643e-25,1.32347122207479,0.273,0.013,7.68312375330395e-21,"8","CSF3"
"SPNS2",2.20687131666832e-25,2.84030796528755,0.455,0.035,8.07736970613773e-21,"8","SPNS2"
"POSTN2",2.90156106372356e-25,0.4761997698962,0.864,0.107,1.06200036493346e-20,"8","POSTN"
"PDGFRB1",3.28961378343292e-25,2.31847190175151,0.682,0.073,1.20403154087428e-20,"8","PDGFRB"
"RRAD2",4.46426028796118e-25,1.42197299963909,0.864,0.116,1.63396390799667e-20,"8","RRAD"
"IGHA11",5.5386126507681e-25,2.24585476573043,1,0.224,2.02718761630763e-20,"8","IGHA1"
"BMP22",5.86980898732884e-25,2.30815840871485,0.818,0.112,2.14840878745223e-20,"8","BMP2"
"FN11",6.59802130005996e-25,1.6441168088517,1,0.164,2.41494177603495e-20,"8","FN1"
"ALDH1A11",7.02088193024254e-25,2.01898321984414,0.909,0.133,2.56971299528807e-20,"8","ALDH1A1"
"CRYAB1",1.12171290517804e-24,0.959234831527759,1,0.17,4.10558140424215e-20,"8","CRYAB"
"RHCG",1.22575940205206e-24,0.828802457294596,0.545,0.05,4.48640198745074e-20,"8","RHCG"
"MMP7",1.77789801997849e-24,2.42514227303606,0.5,0.043,6.50728454292328e-20,"8","MMP7"
"ADRB1",3.24881354420968e-24,3.32314792851216,0.364,0.024,1.18909824531619e-19,"8","ADRB1"
"CDK18",4.92453939712658e-24,2.62088139755476,0.591,0.06,1.8024306647423e-19,"8","CDK18"
"IGFBP61",6.60857325643202e-24,0.944974907691744,0.955,0.141,2.41880389758668e-19,"8","IGFBP6"
"IDO11",7.17822227859152e-24,2.0459399342202,0.682,0.083,2.62730113618728e-19,"8","IDO1"
"MMP131",8.99609212576496e-24,1.21296282083968,0.955,0.146,3.29265967895123e-19,"8","MMP13"
"SLPI1",9.5711701018029e-24,2.60036226138809,1,0.213,3.50314396896088e-19,"8","SLPI"
"NCCRP1",1.58596015790325e-23,2.53889218840027,0.273,0.014,5.80477277394167e-19,"8","NCCRP1"
"COL6A11",1.76597196472324e-23,1.66635296349347,1,0.167,6.46363398808351e-19,"8","COL6A1"
"BGN1",1.78229530107686e-23,1.34524815172905,0.955,0.139,6.52337903147141e-19,"8","BGN"
"S100P1",1.82044495892591e-23,1.40929256022134,0.864,0.119,6.66301059416472e-19,"8","S100P"
"CLDN11",2.2752801515288e-23,1.95989054442845,0.955,0.151,8.32775288261057e-19,"8","CLDN1"
"DCN1",2.8078176907368e-23,0.470286218767219,1,0.153,1.02768935298658e-18,"8","DCN"
"COL15A12",3.06107853224523e-23,1.85168464823496,0.591,0.06,1.12038535358708e-18,"8","COL15A1"
"GDF151",3.34024697589809e-23,1.14011489688582,0.773,0.099,1.22256379564846e-18,"8","GDF15"
"LINC01559",3.75560205890349e-23,3.29350832166903,0.318,0.019,1.37458790957927e-18,"8","LINC01559"
"EPHA21",4.55132817441081e-23,2.10592508251621,0.818,0.114,1.6658316251161e-18,"8","EPHA2"
"CALML31",4.9118269594159e-23,0.865962627174056,0.818,0.109,1.79777778541581e-18,"8","CALML3"
"COBL",5.14653560316604e-23,3.6698587431596,0.273,0.014,1.8836834961148e-18,"8","COBL"
"EGFL62",5.55790209743591e-23,1.264757824964,0.818,0.11,2.03424774668252e-18,"8","EGFL6"
"MAP3K91",5.81459716841265e-23,2.76709565257918,0.636,0.074,2.12820070961071e-18,"8","MAP3K9"
"CXCL61",6.47809148550017e-23,1.10592596763356,0.909,0.133,2.37104626460792e-18,"8","CXCL6"
"TIMP32",8.27403577041901e-23,1.46763383579958,1,0.18,3.02837983233106e-18,"8","TIMP3"
"MUC201",9.11234914103551e-23,2.25960911985813,0.636,0.073,3.33521090911041e-18,"8","MUC20"
"CXCL12",9.95397050721392e-23,1.5035372592294,1,0.189,3.64325274534537e-18,"8","CXCL1"
"SMIM10",1.16543405452897e-22,3.02336760058416,0.273,0.014,4.26560518298148e-18,"8","SMIM10"
"PCDH7",1.37208921284808e-22,2.54959735146893,0.5,0.046,5.02198372794527e-18,"8","PCDH7"
"DERL31",1.80384781075737e-22,1.19044667138775,0.818,0.109,6.60226337215304e-18,"8","DERL3"
"HIST2H2BE",1.88386763492775e-22,2.1097458340107,0.5,0.047,6.89514393059905e-18,"8","HIST2H2BE"
"PXN3",1.8952076648354e-22,2.15999549676227,0.909,0.145,6.93664957406406e-18,"8","PXN"
"PITX11",2.27839108066412e-22,2.3640592513271,0.727,0.097,8.33913919433874e-18,"8","PITX1"
"THY11",2.41377752092856e-22,1.06490467825975,0.773,0.099,8.83466710435063e-18,"8","THY1"
"NTS1",2.50179547095948e-22,0.355638817480397,0.864,0.122,9.15682160325878e-18,"8","NTS"
"CDH111",2.75494869139644e-22,1.96947303451839,0.727,0.091,1.00833877053801e-17,"8","CDH11"
"EPHB31",3.59142158086362e-22,2.8220025037117,0.636,0.077,1.31449621281189e-17,"8","EPHB3"
"LOXL22",3.91561493402253e-22,1.8522940610766,0.727,0.091,1.43315422200158e-17,"8","LOXL2"
"COL12A11",4.36601192229457e-22,1.0883653772466,0.818,0.115,1.59800402367904e-17,"8","COL12A1"
"FOXA11",4.97513559430627e-22,2.79328179799688,0.591,0.067,1.82094937887204e-17,"8","FOXA1"
"LY6K1",7.83424794385967e-22,1.31942207218842,1,0.168,2.86741308993208e-17,"8","LY6K"
"COL16A11",8.27150797238109e-22,2.47650840291971,0.727,0.102,3.0274546329712e-17,"8","COL16A1"
"COL4A12",8.44358606704433e-22,0.813332559728727,0.545,0.055,3.0904369363989e-17,"8","COL4A1"
"MIF-AS1",9.1599043226937e-22,3.72018316919288,0.318,0.021,3.35261658114912e-17,"8","MIF-AS1"
"RAB40C",1.14019330576553e-21,2.59018562062498,0.545,0.058,4.17322151843242e-17,"8","RAB40C"
"CLDN41",1.31560535869502e-21,1.24508249158562,1,0.177,4.81524717335963e-17,"8","CLDN4"
"AC020915.2",1.59449344501428e-21,2.21163136979047,0.364,0.026,5.83600545809677e-17,"8","AC020915.2"
