"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"MEG81",1.80661645097192e-21,2.07942797189186,0.5,0.047,6.61239687220233e-17,"8","MEG8"
"TNC2",1.95103013680627e-21,1.52319624584555,0.909,0.145,7.14096540372464e-17,"8","TNC"
"EPHX11",2.05846489486332e-21,2.3550963857144,0.818,0.129,7.53418736168924e-17,"8","EPHX1"
"BDH11",2.07600002848822e-21,2.3873623307175,0.636,0.077,7.59836770426972e-17,"8","BDH1"
"EPCAM1",2.29968386092561e-21,1.51822273725284,0.955,0.153,8.41707289937383e-17,"8","EPCAM"
"AGR21",2.4502773584669e-21,1.08159609151175,0.955,0.159,8.96826015972471e-17,"8","AGR2"
"HAP1",2.63552901020154e-21,2.58157618663708,0.5,0.05,9.64629973023866e-17,"8","HAP1"
"CYGB",2.63943796532877e-21,2.41456651794453,0.455,0.041,9.66060689689984e-17,"8","CYGB"
"TMPRSS41",2.9397859813144e-21,1.69590268795777,0.864,0.128,1.07599106702088e-16,"8","TMPRSS4"
"BMP3",3.25662236109153e-21,3.78844802481191,0.273,0.016,1.19195635038311e-16,"8","BMP3"
"LSAMP",3.93104644236029e-21,2.68390268730893,0.318,0.021,1.43880230836829e-16,"8","LSAMP"
"CCN21",4.84635326805095e-21,1.24470260591732,0.636,0.077,1.77381375963933e-16,"8","CCN2"
"DLG51",5.78485122770129e-21,2.72397564035501,0.591,0.069,2.11731339785095e-16,"8","DLG5"
"SLC39A142",7.10394629928946e-21,1.54096204085563,0.864,0.13,2.60011538500293e-16,"8","SLC39A14"
"EHF1",8.49553900676528e-21,1.79787304000034,1,0.172,3.10945223186616e-16,"8","EHF"
"MIR205HG1",8.71981634654489e-21,1.07212381933202,1,0.167,3.1915399809989e-16,"8","MIR205HG"
"BCAS1",1.0764951347135e-20,3.10032848473414,0.318,0.022,3.94007984256487e-16,"8","BCAS1"
"DDR11",1.1142856579417e-20,2.24631991682015,0.818,0.131,4.07839693663241e-16,"8","DDR1"
"SEMA4B1",1.29932779576363e-20,2.23167229750449,0.955,0.182,4.75566966527447e-16,"8","SEMA4B"
"PPP1R14A",1.45307090255098e-20,2.14711699483693,0.318,0.022,5.31838481042682e-16,"8","PPP1R14A"
"CA91",1.52970413326896e-20,2.02260315229458,0.727,0.101,5.59887009817772e-16,"8","CA9"
"NECTIN11",1.96698726866963e-20,2.10197651164447,0.864,0.142,7.1993701020577e-16,"8","NECTIN1"
"FBLN21",1.987886591518e-20,1.84350929143728,0.727,0.1,7.27586371361504e-16,"8","FBLN2"
"EFEMP21",2.87534715891716e-20,2.01126126496779,0.727,0.1,1.05240581363527e-15,"8","EFEMP2"
"VCAN2",2.94228114126633e-20,0.985223127837821,0.955,0.154,1.07690432051489e-15,"8","VCAN"
"DSG31",3.0687366845286e-20,1.36748673597423,0.818,0.122,1.12318831390431e-15,"8","DSG3"
"MUC41",3.6438629322317e-20,1.37863727784412,0.545,0.059,1.33369027182612e-15,"8","MUC4"
"SCNN1A1",4.11443785614741e-20,2.71703140321615,0.5,0.053,1.50592539972851e-15,"8","SCNN1A"
"HIST2H2BF",6.24833819788381e-20,1.69809977191711,0.364,0.028,2.28695426380745e-15,"8","HIST2H2BF"
"TCF20",7.16702867526243e-20,1.59854434911088,0.682,0.091,2.6232041654328e-15,"8","TCF20"
"MMP10",7.35492640164406e-20,0.581722766811379,0.545,0.059,2.69197661226574e-15,"8","MMP10"
"TCF7L11",8.00348402854406e-20,2.6464954906813,0.636,0.084,2.92935518928741e-15,"8","TCF7L1"
"MED24",8.18958299645182e-20,2.2021701440917,0.591,0.073,2.99746927253133e-15,"8","MED24"
"CDC42EP11",8.25638289936985e-20,1.8000671691254,0.864,0.142,3.02191870499836e-15,"8","CDC42EP1"
"SPARC2",8.78874203747784e-20,1.48301451117756,0.955,0.186,3.21676747313726e-15,"8","SPARC"
"COL6A21",1.03875005958166e-19,1.79383105350695,1,0.205,3.80192909307482e-15,"8","COL6A2"
"GRHL11",1.08898596700277e-19,2.4685900566979,0.636,0.083,3.98579753782685e-15,"8","GRHL1"
"PLCB4",1.18953873228837e-19,2.99639129315569,0.455,0.044,4.35383071404865e-15,"8","PLCB4"
"MAL21",1.27202168422551e-19,1.2637070934927,1,0.177,4.65572656643381e-15,"8","MAL2"
"KRT231",1.29185498119394e-19,0.838090336316609,0.636,0.08,4.72831841666795e-15,"8","KRT23"
"DSP1",1.50831636929308e-19,1.15010205490464,0.955,0.159,5.52058874324961e-15,"8","DSP"
"CLDN71",1.62208848061714e-19,1.53706945194935,0.955,0.168,5.93700604790681e-15,"8","CLDN7"
"ADAMTS11",1.66823528618501e-19,1.32423311597451,0.545,0.061,6.10590797096576e-15,"8","ADAMTS1"
"TRIM21",1.77181060557892e-19,2.22331776692274,0.727,0.107,6.48500399747941e-15,"8","TRIM2"
"LINC02762",2.44005892320558e-19,2.25726359711255,0.5,0.053,8.93085966482473e-15,"8","LINC02762"
"IRF61",2.55915563695076e-19,1.4507504683257,0.955,0.166,9.36676554680348e-15,"8","IRF6"
"TACSTD21",2.67982426726344e-19,1.48237257142887,1,0.197,9.80842480061093e-15,"8","TACSTD2"
"IGF1R2",2.72795807901052e-19,2.34029326432305,0.727,0.112,9.98459936498641e-15,"8","IGF1R"
"KRT151",2.85709134962877e-19,0.958903353777669,1,0.181,1.04572400487762e-14,"8","KRT15"
"LRRC151",3.90330641302728e-19,1.64493354102387,0.455,0.043,1.42864918023212e-14,"8","LRRC15"
"NPNT",3.91095730651276e-19,2.54670952501802,0.409,0.037,1.43144948375673e-14,"8","NPNT"
"TP631",4.40623043058455e-19,2.1719494721839,0.5,0.053,1.61272439989825e-14,"8","TP63"
"LRATD21",4.78041501637744e-19,1.99227491965705,0.591,0.074,1.7496797001443e-14,"8","LRATD2"
"TRPV41",4.79687646290292e-19,2.96787076686208,0.5,0.055,1.7557047541871e-14,"8","TRPV4"
"PTPRH1",5.30902212423507e-19,2.6154462160659,0.545,0.066,1.94315518769128e-14,"8","PTPRH"
"SERPINB51",5.6453389775934e-19,0.780176191261026,0.955,0.159,2.06625051918896e-14,"8","SERPINB5"
"RHOV1",6.12837527615423e-19,1.45389298746568,0.636,0.084,2.24304663482521e-14,"8","RHOV"
"LOXL11",6.33336733726903e-19,2.32113348046627,0.636,0.084,2.31807577911384e-14,"8","LOXL1"
"RPL39L1",7.80149219975328e-19,2.19288801647661,0.773,0.124,2.8554241600317e-14,"8","RPL39L"
"CD79A2",8.00200277512945e-19,0.662968469450705,0.864,0.132,2.92881303572513e-14,"8","CD79A"
"MYO103",8.88815003990386e-19,1.9591846540188,0.909,0.171,3.25315179610521e-14,"8","MYO10"
"AKR1C21",9.21256451832789e-19,1.72966557510749,0.773,0.123,3.37189073935319e-14,"8","AKR1C2"
"PDGFRA",1.02063957522421e-18,2.16137050529072,0.409,0.037,3.73564290927812e-14,"8","PDGFRA"
"AC092069.1",1.10226476675355e-18,2.27713255817253,0.409,0.038,4.03439927279465e-14,"8","AC092069.1"
"KRT80",1.21328534763039e-18,2.1395704555548,0.455,0.047,4.44074570086199e-14,"8","KRT80"
"SPAG41",1.3265767888738e-18,2.28982071248836,0.727,0.111,4.855403704957e-14,"8","SPAG4"
"ZCCHC3",1.40941112505666e-18,1.28306685696151,0.682,0.094,5.15858565881987e-14,"8","ZCCHC3"
"FBLN5",1.47291240539038e-18,2.22615184401922,0.364,0.03,5.39100669496935e-14,"8","FBLN5"
"CLDN3",1.53486435484674e-18,1.56058366744191,0.455,0.047,5.61775702517456e-14,"8","CLDN3"
"ELF31",1.59818702771185e-18,1.28023275011763,0.955,0.173,5.84952434012814e-14,"8","ELF3"
"C1orf56",1.63276405587706e-18,1.75851070353669,0.773,0.128,5.97607972091564e-14,"8","C1orf56"
"MXRA81",1.6626133338244e-18,1.03688763906835,0.636,0.081,6.08533106313068e-14,"8","MXRA8"
"TBX2",1.73796840464296e-18,2.48076698120024,0.318,0.024,6.36113815783369e-14,"8","TBX2"
"IGFBP32",1.84962541670462e-18,1.2337845588576,0.955,0.196,6.76981398768057e-14,"8","IGFBP3"
"MUC1",1.87350561953354e-18,2.62632227883317,0.455,0.047,6.85721791805469e-14,"8","MUC1"
"ALDH1A31",2.01251367438504e-18,1.49004031493431,0.682,0.098,7.36600129961668e-14,"8","ALDH1A3"
"COL18A12",2.05995664520633e-18,1.40700007254428,0.773,0.122,7.53964731711968e-14,"8","COL18A1"
"UNC5B2",2.46049508348769e-18,2.03223379428943,0.727,0.11,9.0056580550733e-14,"8","UNC5B"
"PTHLH1",2.76512031874518e-18,1.00130186492648,1,0.186,1.01206168786392e-13,"8","PTHLH"
"C1R1",2.92250790198154e-18,0.930605728804765,0.955,0.173,1.06966711720426e-13,"8","C1R"
"TBX31",3.43781312448771e-18,1.52467559418913,0.955,0.186,1.25827398169375e-13,"8","TBX3"
"AC004816.11",3.66492147220271e-18,1.95843441384422,0.5,0.058,1.34139790804091e-13,"8","AC004816.1"
"FOXD11",4.13716420437546e-18,2.34877304351138,0.727,0.117,1.51424347044346e-13,"8","FOXD1"
"KLF42",4.15857987971193e-18,1.72832666706171,0.955,0.186,1.52208182177336e-13,"8","KLF4"
"FBLN11",4.82257595766661e-18,1.12888419276282,0.955,0.194,1.76511102626556e-13,"8","FBLN1"
"HYOU11",5.00503232371359e-18,1.84221274583247,1,0.221,1.83189188080241e-13,"8","HYOU1"
"PXDN3",5.19294361940963e-18,2.03784343809621,0.818,0.145,1.90066929414012e-13,"8","PXDN"
"ELN1",6.82492029304824e-18,1.62818138884463,0.409,0.038,2.49798907645858e-13,"8","ELN"
"EFNA12",7.07862935623918e-18,1.9147043039516,0.773,0.129,2.5908491306771e-13,"8","EFNA1"
"CXCL171",8.39149037976152e-18,2.0054148254194,0.545,0.069,3.07136939389651e-13,"8","CXCL17"
"SLC9A3-AS1",8.63886074596231e-18,2.97969124936871,0.318,0.025,3.16190942162966e-13,"8","SLC9A3-AS1"
"CTSK1",8.87217234639012e-18,0.576712790298781,0.727,0.105,3.24730380050225e-13,"8","CTSK"
"LIF2",9.02028386412814e-18,1.64569123249207,0.591,0.076,3.30151409710954e-13,"8","LIF"
"MMP111",9.93781479411372e-18,0.312877278964061,0.545,0.065,3.63733959279356e-13,"8","MMP11"
"PNCK1",1.30620163212462e-17,2.56491791670109,0.545,0.071,4.78082859373932e-13,"8","PNCK"
"EDN11",1.35870961969385e-17,1.70785220541026,0.591,0.081,4.97301307904145e-13,"8","EDN1"
"NFATC4",1.3719388299241e-17,3.1749082864247,0.364,0.033,5.02143331140519e-13,"8","NFATC4"
"NECTIN41",1.38132480522389e-17,1.29475592090625,0.773,0.12,5.05578691959995e-13,"8","NECTIN4"
"PTPN141",1.41573387077856e-17,2.37297635164183,0.5,0.059,5.18172754043661e-13,"8","PTPN14"
"LAMB12",1.42424144335928e-17,2.06064241562458,0.682,0.104,5.2128661068393e-13,"8","LAMB1"
"KRTAP3-1",1.46421099910322e-17,1.2618561715773,0.318,0.025,5.3591586778177e-13,"8","KRTAP3-1"
"UBTD22",1.57676540192922e-17,1.92489462479187,0.727,0.116,5.77111904760113e-13,"8","UBTD2"
"TMTC2",1.59210470448741e-17,3.49119424081802,0.364,0.033,5.82726242889437e-13,"8","TMTC2"
"NR1D12",1.62751951094877e-17,1.60476867249672,0.909,0.175,5.9568841620236e-13,"8","NR1D1"
"RDH101",2.15838199549798e-17,1.48313480234778,0.727,0.115,7.89989394172215e-13,"8","RDH10"
"LGALS3BP2",2.17878560714076e-17,1.89054965783879,0.955,0.202,7.97457320069591e-13,"8","LGALS3BP"
"COL4A22",2.617107213515e-17,1.04306116644093,0.545,0.067,9.57887411218625e-13,"8","COL4A2"
"PDZD2",3.00054185809202e-17,2.98446243406181,0.318,0.026,1.09822832548026e-12,"8","PDZD2"
"PLOD22",3.20666082137294e-17,1.95053542797194,0.955,0.223,1.17366992723071e-12,"8","PLOD2"
"GPC31",3.69621891081602e-17,1.7679032164788,0.545,0.069,1.35285308354777e-12,"8","GPC3"
"SLC6A81",3.8401242399876e-17,1.84184302515907,1,0.25,1.40552387307786e-12,"8","SLC6A8"
"C1orf198",3.87825120502218e-17,2.42903359814807,0.591,0.083,1.41947872355017e-12,"8","C1orf198"
"COL5A3",3.93679157340964e-17,1.68187471526775,0.364,0.032,1.44090508378366e-12,"8","COL5A3"
"SPARCL12",4.00107011649194e-17,0.870422180725585,0.591,0.078,1.46443167333722e-12,"8","SPARCL1"
"CST6",4.05142147537736e-17,1.6169995124311,0.409,0.041,1.48286077420287e-12,"8","CST6"
"CENPF",4.29568176369619e-17,1.43633610975314,0.364,0.033,1.57226248233044e-12,"8","CENPF"
"RGS121",4.53582490140091e-17,2.03036602942273,0.682,0.107,1.66015727216175e-12,"8","RGS12"
"LONP1",5.266657478974e-17,1.44429446404326,0.864,0.157,1.92764930387927e-12,"8","LONP1"
"SOX91",5.63043110711803e-17,2.09755034034166,0.636,0.097,2.06079408951627e-12,"8","SOX9"
"TRIM32",6.58013783676361e-17,2.61224136578874,0.273,0.019,2.40839624963385e-12,"8","TRIM32"
"INHBA2",6.86323909366014e-17,1.08049897781294,1,0.204,2.51201414067055e-12,"8","INHBA"
"BCL11A",7.52288663037863e-17,1.32998443650891,0.5,0.06,2.75345173558488e-12,"8","BCL11A"
"IGFBP52",7.85879742515219e-17,0.753201356473928,0.955,0.196,2.87639844557995e-12,"8","IGFBP5"
"NAV11",8.0355259253511e-17,1.85164641968244,0.5,0.059,2.94108284393776e-12,"8","NAV1"
"GPR871",8.55625716322787e-17,2.56911084562561,0.591,0.087,3.13167568431303e-12,"8","GPR87"
"FKBP92",8.73121789235491e-17,1.06658109892666,0.818,0.146,3.19571306078082e-12,"8","FKBP9"
"BIK1",8.8119525591559e-17,1.6381992911671,0.727,0.119,3.22526275617665e-12,"8","BIK"
"CH25H",9.08905766225475e-17,2.09105967340618,0.364,0.034,3.32668599496186e-12,"8","CH25H"
"CSTA1",9.45066725777986e-17,1.00022279470262,0.955,0.186,3.45903872302001e-12,"8","CSTA"
"FBLIM11",9.53752683089662e-17,2.03053953062093,0.773,0.135,3.49083019537647e-12,"8","FBLIM1"
"HAS31",1.00444020317384e-16,2.17818992061652,0.5,0.061,3.67635158763657e-12,"8","HAS3"
"DST3",1.03223033634026e-16,1.57214027768796,0.955,0.214,3.77806625403898e-12,"8","DST"
"SLC4A11",1.09643135666902e-16,3.35596280226757,0.318,0.027,4.01304840854426e-12,"8","SLC4A11"
"SORL11",1.10099649534184e-16,1.6405145216511,0.773,0.133,4.02975727260068e-12,"8","SORL1"
"NDUFA4L21",1.24252231242465e-16,1.10438389193125,1,0.208,4.54775591570548e-12,"8","NDUFA4L2"
"IGF2BP22",1.36745850216591e-16,2.06265617025552,0.864,0.174,5.00503486377745e-12,"8","IGF2BP2"
"EGLN32",1.42695706556328e-16,1.66495468650672,1,0.245,5.22280555566815e-12,"8","EGLN3"
"PALLD2",1.45424070149435e-16,1.58091853253372,0.955,0.197,5.32266639153946e-12,"8","PALLD"
"SKP2",1.47354697007609e-16,2.12198165923503,0.318,0.026,5.39332926517549e-12,"8","SKP2"
"STC21",1.67344170124671e-16,1.76799815584908,0.591,0.083,6.12496397073307e-12,"8","STC2"
"LURAP1L",1.68943577065056e-16,2.84389976738872,0.409,0.044,6.18350386415811e-12,"8","LURAP1L"
"NIBAN24",2.21716702207615e-16,1.85632431668968,0.909,0.193,8.11505301750093e-12,"8","NIBAN2"
"AMOTL21",2.24942256985809e-16,2.39320141909136,0.545,0.075,8.2331115479376e-12,"8","AMOTL2"
"EDIL31",2.26891838253525e-16,1.48966600451522,0.5,0.059,8.30446817191726e-12,"8","EDIL3"
"SRGAP2B",2.2916092628888e-16,1.8032569610164,0.364,0.034,8.38751906309931e-12,"8","SRGAP2B"
"REC8",2.49103608685671e-16,2.29655188887703,0.318,0.027,9.11744118150425e-12,"8","REC8"
"MACC11",2.85071962412566e-16,1.66074014926435,0.591,0.083,1.04339188962623e-11,"8","MACC1"
"MYO1B3",3.0097459238114e-16,1.93321376617833,0.818,0.16,1.10159710557421e-11,"8","MYO1B"
"TSPAN11",3.0178829492398e-16,1.51180596500871,0.591,0.084,1.10457533825126e-11,"8","TSPAN1"
"OSBPL21",3.03168662162467e-16,1.47848669177031,0.818,0.15,1.10962762038085e-11,"8","OSBPL2"
"CLIC3",3.07053449520831e-16,0.804894474444671,0.5,0.061,1.12384633059119e-11,"8","CLIC3"
"FLT11",3.22540715247693e-16,1.27921309508239,0.364,0.034,1.18053127187808e-11,"8","FLT1"
"XPR11",3.24361032228882e-16,1.59014785774651,0.636,0.095,1.18719381406093e-11,"8","XPR1"
"SPON11",3.32401309315023e-16,1.92708919690762,0.5,0.061,1.21662203222392e-11,"8","SPON1"
"PKD1",3.51382244500039e-16,1.31759312192739,0.636,0.093,1.28609415309459e-11,"8","PKD1"
"PLXNA3",3.52187237176111e-16,2.10795748655668,0.636,0.101,1.28904050678828e-11,"8","PLXNA3"
"TUFT11",3.77328959486963e-16,2.075187846043,0.545,0.073,1.38106172461823e-11,"8","TUFT1"
"SGPP21",3.8660354380626e-16,2.08818794084192,0.591,0.085,1.41500763068529e-11,"8","SGPP2"
"C6orf1321",3.99648232360376e-16,1.7470827090018,0.591,0.085,1.46275249526221e-11,"8","C6orf132"
"CKS1B1",4.13673864069163e-16,1.58906585686193,0.909,0.196,1.51408770987954e-11,"8","CKS1B"
"DSC31",4.17137191132018e-16,1.38842861534319,0.773,0.13,1.5267638332623e-11,"8","DSC3"
"LRIG11",4.46716822967794e-16,1.33345497778555,0.591,0.081,1.63502824374442e-11,"8","LRIG1"
"ITGB82",4.85534152605608e-16,1.19346443626139,0.864,0.16,1.77710355195179e-11,"8","ITGB8"
"ZNF7031",5.17303973616774e-16,2.16267937656102,0.682,0.114,1.89338427383475e-11,"8","ZNF703"
"ABHD17C1",5.24807237598469e-16,1.77361551209789,0.773,0.136,1.92084697033416e-11,"8","ABHD17C"
"LAMB21",5.64204452943132e-16,2.07213667213478,0.591,0.085,2.06504471821716e-11,"8","LAMB2"
"OVOL11",6.74449343136787e-16,2.27599677345303,0.545,0.076,2.46855204081496e-11,"8","OVOL1"
"AADAC",7.03787579334353e-16,3.63939794145049,0.273,0.021,2.57593291912167e-11,"8","AADAC"
"NECTIN3",7.38719753754361e-16,1.38840549024702,0.591,0.085,2.70378817071634e-11,"8","NECTIN3"
"RBAKDN",7.71806710811543e-16,3.28312422921075,0.273,0.021,2.82488974224133e-11,"8","RBAKDN"
"ADAM32",7.83699823573967e-16,2.23787452825764,0.409,0.044,2.86841972426308e-11,"8","ADAM32"
"APOD",8.51452786062483e-16,1.91132017440729,0.409,0.044,3.1164023422673e-11,"8","APOD"
"AQP31",8.8765223573961e-16,1.5697508234114,0.909,0.198,3.24889594803055e-11,"8","AQP3"
"FXYD31",9.2581363270441e-16,0.904055139719225,0.955,0.179,3.38857047706141e-11,"8","FXYD3"
"NXN3",9.62130842785921e-16,0.914116707172869,1,0.218,3.52149509768075e-11,"8","NXN"
"ULK12",9.82441789889944e-16,1.37830971572513,0.773,0.138,3.59583519517619e-11,"8","ULK1"
"SDC11",1.05515127011049e-15,1.30555968180402,0.955,0.197,3.8619591637314e-11,"8","SDC1"
"SERPINE22",1.10637088761145e-15,1.12373951339958,0.773,0.135,4.04942808574668e-11,"8","SERPINE2"
"CITED41",1.23916235071356e-15,1.20401294212975,0.864,0.171,4.5354581198467e-11,"8","CITED4"
"ITGA23",1.46499658540902e-15,1.37290462714223,0.909,0.184,5.36203400225557e-11,"8","ITGA2"
"COL27A11",1.46948543916724e-15,2.15058558835257,0.545,0.077,5.37846365589602e-11,"8","COL27A1"
"HIST2H2AA4",1.50160256036992e-15,1.75125213436562,0.364,0.036,5.49601553120993e-11,"8","HIST2H2AA4"
"PGF2",1.60968997353257e-15,1.10989444110121,0.909,0.177,5.89162627212657e-11,"8","PGF"
"LTBR2",1.61705541171593e-15,1.70998788123909,0.909,0.191,5.91858451242146e-11,"8","LTBR"
"TJP13",1.88061161782975e-15,1.6784924339623,0.773,0.14,6.88322658241867e-11,"8","TJP1"
"STX1A1",1.93212254192306e-15,1.91200418944871,0.545,0.077,7.07176171569258e-11,"8","STX1A"
"SCD3",1.96382737745171e-15,1.67559096599047,0.909,0.203,7.18780458421101e-11,"8","SCD"
"RAI143",2.03313549612687e-15,1.65022306912313,0.955,0.218,7.44147922937396e-11,"8","RAI14"
"YEATS21",2.21000648122675e-15,1.19532141571027,0.864,0.171,8.08884472193803e-11,"8","YEATS2"
"TMEM45A2",2.35039598007587e-15,1.69400178997212,0.727,0.126,8.6026843266757e-11,"8","TMEM45A"
"SCRIB",2.4051259117079e-15,2.32380070306839,0.5,0.067,8.8030013494421e-11,"8","SCRIB"
"PTPRF1",2.41054825993255e-15,1.69857793038835,0.818,0.158,8.82284768617911e-11,"8","PTPRF"
"EPS8L11",2.4178532416274e-15,1.20049342146429,0.636,0.099,8.84958464968045e-11,"8","EPS8L1"
"LSR1",2.49356395053801e-15,1.36469531874335,0.909,0.183,9.12669341536416e-11,"8","LSR"
"IGFBP21",2.73917851269067e-15,0.9925301629056,1,0.275,1.00256672742991e-10,"8","IGFBP2"
"GALNT10",2.83676030484838e-15,1.39719470678526,0.455,0.054,1.03828263917756e-10,"8","GALNT10"
"MPDZ1",2.89722159313708e-15,2.32035586472678,0.364,0.036,1.0604120753041e-10,"8","MPDZ"
"ETV1",3.01145096905863e-15,2.04766739953542,0.273,0.021,1.10222116918515e-10,"8","ETV1"
"HCAR31",3.19993257575812e-15,1.66354607699321,0.682,0.113,1.17120732205323e-10,"8","HCAR3"
"LDLR",4.06891459845057e-15,1.42850713930282,0.636,0.1,1.48926343217889e-10,"8","LDLR"
"AL109811.2",4.42564821783892e-15,2.26281193622987,0.273,0.022,1.61983150421122e-10,"8","AL109811.2"
"PDZD81",4.43821518590143e-15,1.31113940786667,0.864,0.174,1.62443114019178e-10,"8","PDZD8"
"PENK",4.61658995618468e-15,0.581516511958848,0.318,0.029,1.68971808986316e-10,"8","PENK"
"HSPB2",4.69522132964335e-15,2.27354549985039,0.318,0.029,1.71849795886276e-10,"8","HSPB2"
"SRD5A31",4.78987298534504e-15,2.20349464826705,0.636,0.107,1.75314141136614e-10,"8","SRD5A3"
"CLSTN11",5.20491502270056e-15,1.56072750156665,0.909,0.204,1.90505094745863e-10,"8","CLSTN1"
"CREB3L11",5.40518139212561e-15,1.5293375694184,0.5,0.064,1.97835044133189e-10,"8","CREB3L1"
"SFN1",5.57093172953688e-15,0.663239611583253,1,0.211,2.03901672232779e-10,"8","SFN"
"PIAS22",5.83899056134427e-15,1.44275911318321,0.773,0.143,2.13712893535762e-10,"8","PIAS2"
"ID13",5.90871943943997e-15,1.23815820233577,0.909,0.204,2.16265040202942e-10,"8","ID1"
"F31",5.99653159160771e-15,1.32462163361088,0.909,0.197,2.19479052784434e-10,"8","F3"
"TM7SF31",6.38454924182992e-15,1.59180216158188,0.727,0.133,2.33680886800217e-10,"8","TM7SF3"
"FOXC11",6.65181358140312e-15,1.91372118479728,0.591,0.092,2.43463028892936e-10,"8","FOXC1"
"GRAMD2B",6.70024248056828e-15,1.70489804030347,0.591,0.089,2.4523557503128e-10,"8","GRAMD2B"
"FHL22",7.34971578648992e-15,1.17392003201206,0.955,0.203,2.69006947501317e-10,"8","FHL2"
"MYL92",7.43812928272183e-15,0.861020573235269,0.864,0.171,2.72242969876902e-10,"8","MYL9"
"FKBP101",7.47127080422922e-15,1.60335309998296,0.773,0.145,2.73455982705594e-10,"8","FKBP10"
"PLEKHA22",7.56169310487577e-15,1.6375136438519,0.864,0.182,2.76765529331558e-10,"8","PLEKHA2"
"JAM32",7.57549011908682e-15,1.38739278335264,0.545,0.075,2.77270513848697e-10,"8","JAM3"
"LYPD6B",7.81611915931518e-15,3.05692461481405,0.364,0.039,2.86077777350095e-10,"8","LYPD6B"
"PKP11",8.04381216832726e-15,1.67436828074759,0.682,0.116,2.94411569172946e-10,"8","PKP1"
"CEP290",8.5857848642069e-15,1.30702502651839,0.682,0.117,3.14248311814837e-10,"8","CEP290"
"KRT181",8.67026820177164e-15,1.33164644169314,1,0.242,3.17340486453044e-10,"8","KRT18"
"ZNF7501",8.67274024684455e-15,2.45366771416203,0.455,0.058,3.17430965774758e-10,"8","ZNF750"
"TMEM2651",8.69485941624611e-15,1.04289473610266,0.955,0.194,3.18240549494024e-10,"8","TMEM265"
"ST141",9.32524165028196e-15,1.84594653802009,0.682,0.12,3.4131316964197e-10,"8","ST14"
"SERPING11",9.66590244132432e-15,1.04092993187638,0.818,0.15,3.53781695254912e-10,"8","SERPING1"
"JUP1",9.74398062791016e-15,1.11424826792314,0.909,0.185,3.5663943496214e-10,"8","JUP"
"SH3PXD2A2",1.02206075449809e-14,1.83175398180403,0.727,0.141,3.74084456753845e-10,"8","SH3PXD2A"
"TMEM41A1",1.03372571322479e-14,1.88067334673516,0.818,0.171,3.78353948297407e-10,"8","TMEM41A"
"HS3ST3A11",1.03767807918228e-14,2.12438011814987,0.455,0.057,3.79800553761505e-10,"8","HS3ST3A1"
"EDC4",1.03936786959231e-14,1.56946620604376,0.545,0.078,3.80419033949481e-10,"8","EDC4"
"FGFR12",1.05795653822042e-14,1.3076606849331,1,0.241,3.87222672554055e-10,"8","FGFR1"
"MPZL21",1.09166406067455e-14,1.06708114075004,0.818,0.151,3.99559962847494e-10,"8","MPZL2"
"CA121",1.11387137999103e-14,0.9384236849825,0.773,0.14,4.07688063790518e-10,"8","CA12"
"UBOX5",1.12484900288318e-14,2.50753095908336,0.364,0.039,4.11705983545272e-10,"8","UBOX5"
"BCL2L22",1.16252730393159e-14,1.82497793936026,0.727,0.133,4.25496618512002e-10,"8","BCL2L2"
